item,subject,condition,semantic,RT
ma-nma.08,27,ma-nma,1,748.2
ma-nma.08,28,ma-nma,1,782.1
ma-nma.08,29,ma-nma,1,136
ma-nma.08,30,ma-nma,1,171
ma-nma.08,31,ma-nma,1,259
ma-nma.08,33,ma-nma,1,469
ma-nma.08,34,ma-nma,1,357
ma-nma.08,35,ma-nma,1,161
ma-nma.08,36,ma-nma,1,117
ma-nma.08,37,ma-nma,1,938.7
ma-nma.09,1,ma-nma,1,1177.5
ma-nma.09,2,ma-nma,1,269
ma-nma.09,3,ma-nma,1,278
ma-nma.09,4,ma-nma,1,488.9
ma-nma.09,5,ma-nma,1,136
ma-nma.09,6,ma-nma,1,841.1
ma-nma.09,7,ma-nma,1,136
ma-nma.09,8,ma-nma,1,195
ma-nma.09,9,ma-nma,1,352
ma-nma.09,10,ma-nma,1,264
ma-nma.09,11,ma-nma,1,278
ma-nma.09,12,ma-nma,1,156
ma-nma.09,13,ma-nma,1,180
ma-nma.09,14,ma-nma,1,586.8
ma-nma.09,15,ma-nma,1,621.1
ma-nma.09,16,ma-nma,1,156
ma-nma.09,17,ma-nma,1,151
ma-nma.09,18,ma-nma,1,327
ma-nma.09,21,ma-nma,1,132
ma-nma.09,22,ma-nma,1,266
ma-nma.09,23,ma-nma,1,236
ma-nma.09,24,ma-nma,1,377
ma-nma.09,25,ma-nma,1,614.2
ma-nma.09,26,ma-nma,1,100
ma-nma.09,27,ma-nma,1,391.2
ma-nma.09,28,ma-nma,1,748.1
ma-nma.09,29,ma-nma,1,313
ma-nma.09,30,ma-nma,1,136
ma-nma.09,31,ma-nma,1,391
ma-nma.09,33,ma-nma,1,528
ma-nma.09,34,ma-nma,1,180
ma-nma.09,35,ma-nma,1,298
ma-nma.09,36,ma-nma,1,190
ma-nma.09,37,ma-nma,1,679.8
ma-nma.10,1,ma-nma,1,422.9
ma-nma.10,2,ma-nma,1,97
ma-nma.10,3,ma-nma,1,0
ma-nma.10,4,ma-nma,1,435.1
ma-nma.10,5,ma-nma,1,166
ma-nma.10,6,ma-nma,1,1002.2
ma-nma.10,7,ma-nma,1,0
ma-nma.10,8,ma-nma,1,493
ma-nma.10,9,ma-nma,1,337
ma-nma.10,10,ma-nma,1,787.3
ma-nma.10,11,ma-nma,1,1188.5
ma-nma.10,12,ma-nma,1,753
ma-nma.10,13,ma-nma,1,190
ma-nma.10,14,ma-nma,1,469
ma-nma.10,15,ma-nma,1,904.7
ma-nma.10,16,ma-nma,1,78
ma-nma.10,17,ma-nma,1,709.2
ma-nma.10,18,ma-nma,1,190
ma-nma.10,19,ma-nma,1,127
ma-nma.10,20,ma-nma,1,308
ma-nma.10,21,ma-nma,1,220
ma-nma.10,22,ma-nma,1,251
ma-nma.10,23,ma-nma,1,1083.2
ma-nma.10,24,ma-nma,1,869.4
ma-nma.10,25,ma-nma,1,523.6
ma-nma.10,26,ma-nma,1,272
ma-nma.10,27,ma-nma,1,141
ma-nma.10,28,ma-nma,1,581
ma-nma.10,29,ma-nma,1,1026.1
ma-nma.10,30,ma-nma,1,493
ma-nma.10,31,ma-nma,1,151
ma-nma.10,32,ma-nma,1,298
ma-nma.10,33,ma-nma,1,366
ma-nma.10,34,ma-nma,1,259
ma-nma.10,35,ma-nma,1,68
ma-nma.10,36,ma-nma,1,176
ma-nma.11,2,ma-nma,1,132
ma-nma.11,3,ma-nma,1,83
ma-nma.11,4,ma-nma,1,0
ma-nma.11,5,ma-nma,1,156
ma-nma.11,6,ma-nma,1,1158.9
ma-nma.11,7,ma-nma,1,356
ma-nma.11,8,ma-nma,1,303
ma-nma.11,9,ma-nma,1,190
ma-nma.11,10,ma-nma,1,376
ma-nma.11,11,ma-nma,1,968.1
ma-nma.11,12,ma-nma,1,1041.8
ma-nma.11,13,ma-nma,1,288
ma-nma.11,14,ma-nma,1,723
ma-nma.11,15,ma-nma,1,317
ma-nma.11,16,ma-nma,1,259
ma-nma.11,17,ma-nma,1,342
ma-nma.11,18,ma-nma,1,244
ma-nma.11,19,ma-nma,1,914.4
ma-nma.11,20,ma-nma,1,288
ma-nma.11,21,ma-nma,1,313
ma-nma.11,22,ma-nma,1,251
ma-nma.11,23,ma-nma,1,307
ma-nma.11,24,ma-nma,1,1102.4
ma-nma.11,25,ma-nma,1,432
ma-nma.11,26,ma-nma,1,261
ma-nma.11,27,ma-nma,1,674.7
ma-nma.11,28,ma-nma,1,313
ma-nma.11,29,ma-nma,1,523.3
ma-nma.11,30,ma-nma,1,215
ma-nma.11,31,ma-nma,1,112
ma-nma.11,32,ma-nma,1,1095.3
ma-nma.11,33,ma-nma,1,259
ma-nma.11,34,ma-nma,1,278
ma-nma.11,35,ma-nma,1,185
ma-nma.11,36,ma-nma,1,122
ma-nma.11,37,ma-nma,1,894.9
ma-nma.12,1,ma-nma,1,538.6
ma-nma.12,2,ma-nma,1,161
ma-nma.12,3,ma-nma,1,78
ma-nma.12,4,ma-nma,1,146.7
ma-nma.12,6,ma-nma,1,562
ma-nma.12,7,ma-nma,1,180
ma-nma.12,8,ma-nma,1,215
ma-nma.12,9,ma-nma,1,239
ma-nma.12,10,ma-nma,1,415
ma-nma.12,11,ma-nma,1,484
ma-nma.12,12,ma-nma,1,53
ma-nma.12,13,ma-nma,1,293
ma-nma.12,14,ma-nma,1,357
ma-nma.12,15,ma-nma,1,239
ma-nma.12,16,ma-nma,1,371.6
ma-nma.12,17,ma-nma,1,107
ma-nma.12,18,ma-nma,1,234
ma-nma.12,19,ma-nma,1,141
ma-nma.12,20,ma-nma,1,474
ma-nma.12,21,ma-nma,1,1145.1
ma-nma.12,22,ma-nma,1,286
ma-nma.12,23,ma-nma,1,80
ma-nma.12,24,ma-nma,1,1082
ma-nma.12,25,ma-nma,1,982.2
ma-nma.12,26,ma-nma,1,141
ma-nma.12,27,ma-nma,1,919.2
ma-nma.12,28,ma-nma,1,620.9
ma-nma.12,29,ma-nma,1,567.3
ma-nma.12,30,ma-nma,1,963.3
ma-nma.12,31,ma-nma,1,444
ma-nma.12,33,ma-nma,1,259
ma-nma.12,34,ma-nma,1,249
ma-nma.12,35,ma-nma,1,141
ma-nma.12,36,ma-nma,1,337.3
ma-nma.12,37,ma-nma,1,254
nma-ma.01,1,nma-ma,2,312.4
nma-ma.01,2,nma-ma,2,303
nma-ma.01,3,nma-ma,2,78
nma-ma.01,4,nma-ma,2,0
nma-ma.01,5,nma-ma,2,293
nma-ma.01,6,nma-ma,2,943.7
nma-ma.01,7,nma-ma,2,176
nma-ma.01,8,nma-ma,2,132
nma-ma.01,9,nma-ma,2,322
nma-ma.01,10,nma-ma,2,753.1
nma-ma.01,11,nma-ma,2,313
nma-ma.01,12,nma-ma,2,215
nma-ma.01,13,nma-ma,2,146
nma-ma.01,14,nma-ma,2,356.9
nma-ma.01,15,nma-ma,2,220
nma-ma.01,16,nma-ma,2,88
nma-ma.01,17,nma-ma,2,0
nma-ma.01,18,nma-ma,2,283
nma-ma.01,19,nma-ma,2,146
nma-ma.01,20,nma-ma,2,249
nma-ma.01,21,nma-ma,2,278
nma-ma.01,22,nma-ma,2,564
nma-ma.01,23,nma-ma,2,674.4
nma-ma.01,24,nma-ma,2,171
nma-ma.01,25,nma-ma,2,568
nma-ma.01,26,nma-ma,2,186
nma-ma.01,27,nma-ma,2,146
nma-ma.01,28,nma-ma,2,63
nma-ma.01,29,nma-ma,2,141
nma-ma.01,30,nma-ma,2,234
nma-ma.01,31,nma-ma,2,215
nma-ma.01,33,nma-ma,2,493
nma-ma.01,34,nma-ma,2,332.5
nma-ma.01,35,nma-ma,2,112
nma-ma.01,36,nma-ma,2,298
nma-ma.01,37,nma-ma,2,278
nma-ma.02,1,nma-ma,2,1097.1
nma-ma.02,2,nma-ma,2,0
nma-ma.02,3,nma-ma,2,176
nma-ma.02,4,nma-ma,2,136
nma-ma.02,5,nma-ma,2,68
nma-ma.02,6,nma-ma,2,748.4
nma-ma.02,7,nma-ma,2,249
nma-ma.02,8,nma-ma,2,234
nma-ma.02,9,nma-ma,2,396
nma-ma.02,10,nma-ma,2,415
nma-ma.02,11,nma-ma,2,630
nma-ma.02,12,nma-ma,2,361
nma-ma.02,13,nma-ma,2,337
nma-ma.02,14,nma-ma,2,102
nma-ma.02,15,nma-ma,2,132
nma-ma.02,16,nma-ma,2,303
nma-ma.02,17,nma-ma,2,225
nma-ma.02,18,nma-ma,2,200
nma-ma.02,19,nma-ma,2,273
nma-ma.02,20,nma-ma,2,503.7
nma-ma.02,21,nma-ma,2,288
nma-ma.02,22,nma-ma,2,332
nma-ma.02,23,nma-ma,2,387
nma-ma.02,24,nma-ma,2,322
nma-ma.02,25,nma-ma,2,241
nma-ma.02,26,nma-ma,2,130
nma-ma.02,27,nma-ma,2,498.9
nma-ma.02,28,nma-ma,2,547
nma-ma.02,29,nma-ma,2,269
nma-ma.02,30,nma-ma,2,366
nma-ma.02,31,nma-ma,2,430.4
nma-ma.02,32,nma-ma,2,748
nma-ma.02,33,nma-ma,2,220
nma-ma.02,34,nma-ma,2,303
nma-ma.02,35,nma-ma,2,92
nma-ma.02,36,nma-ma,2,0
nma-ma.02,37,nma-ma,2,738.1
nma-ma.03,1,nma-ma,2,156
nma-ma.03,2,nma-ma,2,327
nma-ma.03,3,nma-ma,2,0
nma-ma.03,4,nma-ma,2,122
nma-ma.03,5,nma-ma,2,97
nma-ma.03,6,nma-ma,2,0
nma-ma.03,7,nma-ma,2,146
nma-ma.03,8,nma-ma,2,151
nma-ma.03,9,nma-ma,2,112
nma-ma.03,10,nma-ma,2,220
nma-ma.03,11,nma-ma,2,205
nma-ma.03,12,nma-ma,2,254
nma-ma.03,13,nma-ma,2,112
nma-ma.03,14,nma-ma,2,264
nma-ma.03,15,nma-ma,2,171
nma-ma.03,16,nma-ma,2,141
nma-ma.03,17,nma-ma,2,127
nma-ma.03,18,nma-ma,2,259
nma-ma.03,19,nma-ma,2,234
nma-ma.03,20,nma-ma,2,0
nma-ma.03,21,nma-ma,2,161
nma-ma.03,22,nma-ma,2,171
nma-ma.03,23,nma-ma,2,1016.8
nma-ma.03,24,nma-ma,2,196
nma-ma.03,25,nma-ma,2,95
nma-ma.03,26,nma-ma,2,226
nma-ma.03,27,nma-ma,2,259
nma-ma.03,28,nma-ma,2,0
nma-ma.03,29,nma-ma,2,0
nma-ma.03,30,nma-ma,2,200
nma-ma.03,31,nma-ma,2,508.7
nma-ma.03,32,nma-ma,2,308.1
nma-ma.03,33,nma-ma,2,151
nma-ma.03,34,nma-ma,2,332
nma-ma.03,35,nma-ma,2,171
nma-ma.03,36,nma-ma,2,0
nma-ma.04,1,nma-ma,2,589
nma-ma.04,2,nma-ma,2,0
nma-ma.04,3,nma-ma,2,97
nma-ma.04,4,nma-ma,2,248
nma-ma.04,5,nma-ma,2,137
nma-ma.04,6,nma-ma,2,410
nma-ma.04,7,nma-ma,2,127
nma-ma.04,8,nma-ma,2,449
nma-ma.04,9,nma-ma,2,572
nma-ma.04,10,nma-ma,2,234
nma-ma.04,11,nma-ma,2,371
nma-ma.04,12,nma-ma,2,249
nma-ma.04,13,nma-ma,2,288
nma-ma.04,14,nma-ma,2,342
nma-ma.04,15,nma-ma,2,269
nma-ma.04,16,nma-ma,2,210
nma-ma.04,17,nma-ma,2,122
nma-ma.04,18,nma-ma,2,0
nma-ma.04,19,nma-ma,2,161
nma-ma.04,20,nma-ma,2,445
nma-ma.04,22,nma-ma,2,297
nma-ma.04,23,nma-ma,2,327
nma-ma.04,24,nma-ma,2,664.7
nma-ma.04,25,nma-ma,2,1127.5
nma-ma.04,26,nma-ma,2,186
nma-ma.04,27,nma-ma,2,93
nma-ma.04,28,nma-ma,2,362
nma-ma.04,29,nma-ma,2,200
nma-ma.04,30,nma-ma,2,278
nma-ma.04,31,nma-ma,2,234
nma-ma.04,32,nma-ma,2,332
nma-ma.04,33,nma-ma,2,0
nma-ma.04,34,nma-ma,2,146
nma-ma.04,35,nma-ma,2,151
nma-ma.04,36,nma-ma,2,98
nma-ma.05,1,nma-ma,2,377.8
nma-ma.05,2,nma-ma,2,0
nma-ma.05,3,nma-ma,2,0
nma-ma.05,4,nma-ma,2,254
nma-ma.05,5,nma-ma,2,0
nma-ma.05,6,nma-ma,2,117
nma-ma.05,7,nma-ma,2,229
nma-ma.05,8,nma-ma,2,132
nma-ma.05,9,nma-ma,2,469
nma-ma.05,10,nma-ma,2,653.9
nma-ma.05,11,nma-ma,2,176
nma-ma.05,12,nma-ma,2,107
nma-ma.05,13,nma-ma,2,469
nma-ma.05,14,nma-ma,2,210
nma-ma.05,15,nma-ma,2,210
nma-ma.05,16,nma-ma,2,768
nma-ma.05,17,nma-ma,2,78
nma-ma.05,18,nma-ma,2,117
nma-ma.05,19,nma-ma,2,132
nma-ma.05,20,nma-ma,2,469
nma-ma.05,21,nma-ma,2,0
nma-ma.05,22,nma-ma,2,201
nma-ma.05,23,nma-ma,2,266
nma-ma.05,24,nma-ma,2,221
nma-ma.05,25,nma-ma,2,105
nma-ma.05,26,nma-ma,2,201
nma-ma.05,27,nma-ma,2,0
nma-ma.05,28,nma-ma,2,567
nma-ma.05,29,nma-ma,2,303
nma-ma.05,30,nma-ma,2,733.6
nma-ma.05,31,nma-ma,2,122
nma-ma.05,32,nma-ma,2,239
nma-ma.05,33,nma-ma,2,386
nma-ma.05,34,nma-ma,2,244
nma-ma.05,35,nma-ma,2,317.7
nma-ma.05,37,nma-ma,2,303.3
nma-ma.06,1,nma-ma,2,100.7
nma-ma.06,2,nma-ma,2,127
nma-ma.06,3,nma-ma,2,68
nma-ma.06,4,nma-ma,2,136
nma-ma.06,5,nma-ma,2,0
nma-ma.06,6,nma-ma,2,337.5
nma-ma.06,7,nma-ma,2,112
nma-ma.06,8,nma-ma,2,171
nma-ma.06,9,nma-ma,2,0
nma-ma.06,10,nma-ma,2,0
nma-ma.06,11,nma-ma,2,268
nma-ma.06,12,nma-ma,2,812
nma-ma.06,13,nma-ma,2,0
nma-ma.06,14,nma-ma,2,161
nma-ma.06,15,nma-ma,2,146
nma-ma.06,16,nma-ma,2,200
nma-ma.06,17,nma-ma,2,102
nma-ma.06,18,nma-ma,2,146
nma-ma.06,19,nma-ma,2,0
nma-ma.06,20,nma-ma,2,185
nma-ma.06,21,nma-ma,2,83
nma-ma.06,22,nma-ma,2,0
nma-ma.06,23,nma-ma,2,554.1
nma-ma.06,24,nma-ma,2,276.9
nma-ma.06,25,nma-ma,2,85
nma-ma.06,26,nma-ma,2,55
nma-ma.06,27,nma-ma,2,181
nma-ma.06,28,nma-ma,2,117
nma-ma.06,29,nma-ma,2,127
nma-ma.06,30,nma-ma,2,371
nma-ma.06,31,nma-ma,2,308
nma-ma.06,32,nma-ma,2,312
nma-ma.06,33,nma-ma,2,224
nma-ma.06,34,nma-ma,2,146
nma-ma.06,35,nma-ma,2,337
nma-ma.06,36,nma-ma,2,151
nma-ma.06,37,nma-ma,2,601
nma-ma.07,1,nma-ma,2,120
nma-ma.07,2,nma-ma,2,151
nma-ma.07,3,nma-ma,2,132
nma-ma.07,4,nma-ma,2,0
nma-ma.07,5,nma-ma,2,0
nma-ma.07,7,nma-ma,2,156
nma-ma.07,8,nma-ma,2,180
nma-ma.07,9,nma-ma,2,53
nma-ma.07,10,nma-ma,2,132
nma-ma.07,11,nma-ma,2,963
nma-ma.07,12,nma-ma,2,58
nma-ma.07,13,nma-ma,2,239
nma-ma.07,14,nma-ma,2,146
nma-ma.07,15,nma-ma,2,806.6
nma-ma.07,16,nma-ma,2,171
nma-ma.07,17,nma-ma,2,312
nma-ma.07,18,nma-ma,2,132
nma-ma.07,19,nma-ma,2,288.5
nma-ma.07,20,nma-ma,2,195
nma-ma.07,21,nma-ma,2,259
nma-ma.07,22,nma-ma,2,271
nma-ma.07,23,nma-ma,2,262
nma-ma.07,24,nma-ma,2,176
nma-ma.07,25,nma-ma,2,176
nma-ma.07,26,nma-ma,2,191
nma-ma.07,27,nma-ma,2,303
nma-ma.07,28,nma-ma,2,224
nma-ma.07,29,nma-ma,2,792
nma-ma.07,30,nma-ma,2,405
nma-ma.07,31,nma-ma,2,317.8
nma-ma.07,32,nma-ma,2,220
nma-ma.07,33,nma-ma,2,410
nma-ma.07,34,nma-ma,2,249
nma-ma.07,35,nma-ma,2,107
nma-ma.07,36,nma-ma,2,92
nma-ma.07,37,nma-ma,2,190
nma-ma.08,1,nma-ma,2,322
nma-ma.08,2,nma-ma,2,205
nma-ma.08,3,nma-ma,2,0
nma-ma.08,4,nma-ma,2,73
nma-ma.08,5,nma-ma,2,156
nma-ma.08,6,nma-ma,2,83
nma-ma.08,7,nma-ma,2,215
nma-ma.08,8,nma-ma,2,278
nma-ma.08,9,nma-ma,2,630.9
nma-ma.08,10,nma-ma,2,347.7
nma-ma.08,11,nma-ma,2,332
nma-ma.08,12,nma-ma,2,249
nma-ma.08,13,nma-ma,2,220
nma-ma.08,14,nma-ma,2,620.9
nma-ma.08,15,nma-ma,2,78
nma-ma.08,16,nma-ma,2,190
nma-ma.08,17,nma-ma,2,254
nma-ma.08,18,nma-ma,2,190
nma-ma.08,19,nma-ma,2,53
nma-ma.08,20,nma-ma,2,205
nma-ma.08,21,nma-ma,2,176
nma-ma.08,22,nma-ma,2,140
nma-ma.08,23,nma-ma,2,362.4
nma-ma.08,24,nma-ma,2,302
nma-ma.08,25,nma-ma,2,115
nma-ma.08,26,nma-ma,2,65
nma-ma.08,27,nma-ma,2,0
nma-ma.08,28,nma-ma,2,381
nma-ma.08,29,nma-ma,2,180
nma-ma.08,30,nma-ma,2,200
nma-ma.08,31,nma-ma,2,122
nma-ma.08,32,nma-ma,2,161
nma-ma.08,33,nma-ma,2,420
nma-ma.08,34,nma-ma,2,87
nma-ma.08,35,nma-ma,2,73
nma-ma.08,36,nma-ma,2,0
nma-ma.08,37,nma-ma,2,161
nma-ma.09,1,nma-ma,2,0
nma-ma.09,2,nma-ma,2,0
nma-ma.09,3,nma-ma,2,127
nma-ma.09,4,nma-ma,2,132
nma-ma.09,5,nma-ma,2,0
nma-ma.09,6,nma-ma,2,0
nma-ma.09,7,nma-ma,2,156
nma-ma.09,8,nma-ma,2,210
nma-ma.09,9,nma-ma,2,547.7
nma-ma.09,10,nma-ma,2,136
nma-ma.09,11,nma-ma,2,694.8
nma-ma.09,12,nma-ma,2,88
nma-ma.09,13,nma-ma,2,151
nma-ma.09,14,nma-ma,2,787.1
nma-ma.09,15,nma-ma,2,122
nma-ma.09,16,nma-ma,2,224
nma-ma.09,17,nma-ma,2,68
nma-ma.09,18,nma-ma,2,190
nma-ma.09,19,nma-ma,2,298
nma-ma.09,20,nma-ma,2,449
nma-ma.09,21,nma-ma,2,219
nma-ma.09,22,nma-ma,2,820.5
nma-ma.09,23,nma-ma,2,332
nma-ma.09,24,nma-ma,2,221
nma-ma.09,25,nma-ma,2,281
nma-ma.09,26,nma-ma,2,150
nma-ma.09,27,nma-ma,2,244
nma-ma.09,28,nma-ma,2,308
nma-ma.09,29,nma-ma,2,239
nma-ma.09,30,nma-ma,2,195
nma-ma.09,31,nma-ma,2,317
nma-ma.09,32,nma-ma,2,723.6
nma-ma.09,33,nma-ma,2,269
nma-ma.09,34,nma-ma,2,142
nma-ma.09,35,nma-ma,2,0
nma-ma.09,36,nma-ma,2,650.4
nma-ma.09,37,nma-ma,2,860.4
nma-ma.10,1,nma-ma,2,146.1
nma-ma.10,3,nma-ma,2,112
nma-ma.10,4,nma-ma,2,127
nma-ma.10,5,nma-ma,2,0
nma-ma.10,6,nma-ma,2,0
nma-ma.10,7,nma-ma,2,0
nma-ma.10,8,nma-ma,2,166
nma-ma.10,9,nma-ma,2,63
nma-ma.10,10,nma-ma,2,415.6
nma-ma.10,11,nma-ma,2,176
nma-ma.10,12,nma-ma,2,254
nma-ma.10,13,nma-ma,2,293.7
nma-ma.10,14,nma-ma,2,73
nma-ma.10,15,nma-ma,2,273
nma-ma.10,16,nma-ma,2,107
nma-ma.10,17,nma-ma,2,293
nma-ma.10,18,nma-ma,2,234
nma-ma.10,19,nma-ma,2,112
nma-ma.10,20,nma-ma,2,136
nma-ma.10,21,nma-ma,2,93
nma-ma.10,22,nma-ma,2,196
nma-ma.10,23,nma-ma,2,644.3
nma-ma.10,24,nma-ma,2,140
nma-ma.10,25,nma-ma,2,327
nma-ma.10,26,nma-ma,2,55
nma-ma.10,27,nma-ma,2,185
nma-ma.10,28,nma-ma,2,0
nma-ma.10,29,nma-ma,2,278
nma-ma.10,30,nma-ma,2,220
nma-ma.10,31,nma-ma,2,102
nma-ma.10,32,nma-ma,2,151
nma-ma.10,33,nma-ma,2,225
nma-ma.10,34,nma-ma,2,136
nma-ma.10,35,nma-ma,2,102
nma-ma.10,36,nma-ma,2,132
nma-ma.10,37,nma-ma,2,224
nma-ma.11,1,nma-ma,2,337.3
nma-ma.11,2,nma-ma,2,0
nma-ma.11,3,nma-ma,2,0
nma-ma.11,4,nma-ma,2,170
nma-ma.11,5,nma-ma,2,0
nma-ma.11,7,nma-ma,2,190
nma-ma.11,8,nma-ma,2,342
nma-ma.11,9,nma-ma,2,0
nma-ma.11,10,nma-ma,2,0
nma-ma.11,11,nma-ma,2,415
nma-ma.11,12,nma-ma,2,420
nma-ma.11,13,nma-ma,2,122
nma-ma.11,14,nma-ma,2,205
nma-ma.11,15,nma-ma,2,195
nma-ma.11,16,nma-ma,2,0
nma-ma.11,17,nma-ma,2,332.6
nma-ma.11,18,nma-ma,2,122
nma-ma.11,19,nma-ma,2,117
nma-ma.11,20,nma-ma,2,332
nma-ma.11,21,nma-ma,2,142
nma-ma.11,22,nma-ma,2,120
nma-ma.11,23,nma-ma,2,156
nma-ma.11,24,nma-ma,2,528.6
nma-ma.11,25,nma-ma,2,206
nma-ma.11,26,nma-ma,2,156
nma-ma.11,27,nma-ma,2,679.5
nma-ma.11,28,nma-ma,2,445
nma-ma.11,29,nma-ma,2,430.5
nma-ma.11,30,nma-ma,2,865.5
nma-ma.11,31,nma-ma,2,303
nma-ma.11,32,nma-ma,2,301.9
nma-ma.11,33,nma-ma,2,254
nma-ma.11,34,nma-ma,2,136
nma-ma.11,35,nma-ma,2,58
nma-ma.11,36,nma-ma,2,0
nma-ma.11,37,nma-ma,2,611.2
nma-ma.12,1,nma-ma,2,241
nma-ma.12,2,nma-ma,2,205
nma-ma.12,3,nma-ma,2,200
nma-ma.12,4,nma-ma,2,938.7
nma-ma.12,5,nma-ma,2,205
nma-ma.12,6,nma-ma,2,889.8
nma-ma.12,7,nma-ma,2,195
nma-ma.12,8,nma-ma,2,533
nma-ma.12,9,nma-ma,2,234
nma-ma.12,10,nma-ma,2,625.8
nma-ma.12,11,nma-ma,2,743.3
nma-ma.12,12,nma-ma,2,273
nma-ma.12,13,nma-ma,2,366
nma-ma.12,14,nma-ma,2,860.7
nma-ma.12,15,nma-ma,2,249
nma-ma.12,16,nma-ma,2,332
nma-ma.12,17,nma-ma,2,97
nma-ma.12,18,nma-ma,2,215
nma-ma.12,19,nma-ma,2,53
nma-ma.12,20,nma-ma,2,176
nma-ma.12,21,nma-ma,2,239
nma-ma.12,22,nma-ma,2,216
nma-ma.12,24,nma-ma,2,256
nma-ma.12,25,nma-ma,2,206
nma-ma.12,26,nma-ma,2,231
nma-ma.12,27,nma-ma,2,88
nma-ma.12,28,nma-ma,2,498.7
nma-ma.12,29,nma-ma,2,171
nma-ma.12,30,nma-ma,2,229
nma-ma.12,31,nma-ma,2,831.3
nma-ma.12,32,nma-ma,2,268
nma-ma.12,33,nma-ma,2,738.1
nma-ma.12,34,nma-ma,2,151
nma-ma.12,35,nma-ma,2,63
nma-ma.12,36,nma-ma,2,230
nma-ma.12,37,nma-ma,2,1110
nma-nma.01,1,nma-nma,2,251.7
nma-nma.01,2,nma-nma,2,0
nma-nma.01,3,nma-nma,2,0
nma-nma.01,4,nma-nma,2,161
nma-nma.01,5,nma-nma,2,0
nma-nma.01,6,nma-nma,2,0
nma-nma.01,7,nma-nma,2,0
nma-nma.01,8,nma-nma,2,146
nma-nma.01,9,nma-nma,2,0
nma-nma.01,10,nma-nma,2,0
nma-nma.01,11,nma-nma,2,748.5
nma-nma.01,12,nma-nma,2,0
nma-nma.01,13,nma-nma,2,0
nma-nma.01,14,nma-nma,2,254
nma-nma.01,15,nma-nma,2,141
nma-nma.01,16,nma-nma,2,117
nma-nma.01,17,nma-nma,2,136
nma-nma.01,18,nma-nma,2,234
nma-nma.01,19,nma-nma,2,102
nma-nma.01,20,nma-nma,2,298
nma-nma.01,21,nma-nma,2,161
nma-nma.01,22,nma-nma,2,0
nma-nma.01,23,nma-nma,2,211
nma-nma.01,24,nma-nma,2,523.6
nma-nma.01,25,nma-nma,2,352
nma-nma.01,26,nma-nma,2,125
nma-nma.01,27,nma-nma,2,171
nma-nma.01,28,nma-nma,2,97
nma-nma.01,29,nma-nma,2,317
nma-nma.01,30,nma-nma,2,180
nma-nma.01,31,nma-nma,2,166
nma-nma.01,32,nma-nma,2,274
nma-nma.01,33,nma-nma,2,239
nma-nma.01,34,nma-nma,2,0
nma-nma.01,35,nma-nma,2,127
nma-nma.01,36,nma-nma,2,0
nma-nma.01,37,nma-nma,2,117
nma-nma.02,1,nma-nma,2,997.1
nma-nma.02,2,nma-nma,2,0
nma-nma.02,3,nma-nma,2,146
nma-nma.02,4,nma-nma,2,97
nma-nma.02,5,nma-nma,2,122
nma-nma.02,6,nma-nma,2,254
nma-nma.02,7,nma-nma,2,259
nma-nma.02,8,nma-nma,2,151
nma-nma.02,9,nma-nma,2,195
nma-nma.02,10,nma-nma,2,0
nma-nma.02,11,nma-nma,2,421
nma-nma.02,12,nma-nma,2,132
nma-nma.02,13,nma-nma,2,0
nma-nma.02,14,nma-nma,2,375
nma-nma.02,15,nma-nma,2,97
nma-nma.02,16,nma-nma,2,170
nma-nma.02,17,nma-nma,2,225
nma-nma.02,18,nma-nma,2,92
nma-nma.02,19,nma-nma,2,112
nma-nma.02,20,nma-nma,2,1012.2
nma-nma.02,21,nma-nma,2,78
nma-nma.02,22,nma-nma,2,0
nma-nma.02,23,nma-nma,2,125
nma-nma.02,24,nma-nma,2,478.2
nma-nma.02,25,nma-nma,2,151
nma-nma.02,26,nma-nma,2,116
nma-nma.02,27,nma-nma,2,303.2
nma-nma.02,28,nma-nma,2,239
nma-nma.02,29,nma-nma,2,459.6
nma-nma.02,30,nma-nma,2,229
nma-nma.02,31,nma-nma,2,0
nma-nma.02,32,nma-nma,2,171
nma-nma.02,33,nma-nma,2,0
nma-nma.02,34,nma-nma,2,141
nma-nma.02,35,nma-nma,2,127
nma-nma.02,36,nma-nma,2,0
nma-nma.02,37,nma-nma,2,342
nma-nma.03,1,nma-nma,2,191
nma-nma.03,2,nma-nma,2,288
nma-nma.03,3,nma-nma,2,0
nma-nma.03,4,nma-nma,2,83
nma-nma.03,5,nma-nma,2,200
nma-nma.03,6,nma-nma,2,78
nma-nma.03,7,nma-nma,2,185
nma-nma.03,8,nma-nma,2,171
nma-nma.03,9,nma-nma,2,0
nma-nma.03,10,nma-nma,2,146
nma-nma.03,11,nma-nma,2,161
nma-nma.03,12,nma-nma,2,137
nma-nma.03,13,nma-nma,2,131
nma-nma.03,14,nma-nma,2,668.8
nma-nma.03,15,nma-nma,2,1168.8
nma-nma.03,16,nma-nma,2,210
nma-nma.03,17,nma-nma,2,190
nma-nma.03,18,nma-nma,2,190
nma-nma.03,19,nma-nma,2,200
nma-nma.03,20,nma-nma,2,205
nma-nma.03,21,nma-nma,2,562
nma-nma.03,22,nma-nma,2,174
nma-nma.03,23,nma-nma,2,216
nma-nma.03,24,nma-nma,2,272
nma-nma.03,25,nma-nma,2,286
nma-nma.03,26,nma-nma,2,201
nma-nma.03,27,nma-nma,2,195
